,Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home game,height diversity,ethnic diversity,class diversity,school diversity,degree diversity,experience with opponent,experience in arena,opp_conference_size,opp_conf_wl,opp_games_played,opponent win:loss,win,Past Win Percentage,Opponent Past Win Percentage,Past Win Percentage Diff,Position Diversity,streak,win ratio,Current Win Percentage Diff
0,1,brown,2006,Northeastern,0,-14,53,67,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,2,12,0.642,31,0.677,False,0.429,0.677,-0.24800000000000005,0.5612244897959184,0,0.0,-0.677
1,2,brown,2006,Birmingham-Southern,0,-1,62,63,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,2,9,0.583,30,0.5329999999999999,False,0.429,0.5329999999999999,-0.10399999999999993,0.5612244897959184,-1,0.0,-0.5329999999999999
2,3,brown,2006,Hartford,0,10,70,60,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,1,9,0.583,28,0.28600000000000003,True,0.429,0.28600000000000003,0.14299999999999996,0.5612244897959184,-2,0.0,-0.28600000000000003
3,4,brown,2006,Rhode Island,0,-17,40,57,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,1,14,0.631,28,0.214,False,0.429,0.214,0.215,0.5612244897959184,1,0.3333333333333333,0.11933333333333332
4,5,brown,2006,Wagner,0,-13,59,72,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,12,11,0.64,30,0.433,False,0.429,0.433,-0.0040000000000000036,0.5612244897959184,-1,0.25,-0.183
5,6,brown,2006,Holy Cross,0,-23,41,64,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,1,8,0.6,32,0.7809999999999999,False,0.429,0.7809999999999999,-0.3519999999999999,0.5612244897959184,-2,0.2,-0.581
6,7,brown,2006,Binghamton,0,10,71,61,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,1,9,0.583,29,0.414,True,0.429,0.414,0.015000000000000013,0.5612244897959184,-3,0.16666666666666666,-0.24733333333333332
7,8,brown,2006,Maryland-Eastern Shore,0,-2,57,59,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,12,11,0.64,28,0.071,False,0.429,0.071,0.358,0.5612244897959184,1,0.2857142857142857,0.2147142857142857
8,9,brown,2006,Navy,0,-9,64,73,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,12,8,0.6,28,0.321,False,0.429,0.321,0.10799999999999998,0.5612244897959184,-1,0.25,-0.07100000000000001
9,10,brown,2006,Albany (NY),0,-15,47,62,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,12,9,0.583,28,0.46399999999999997,False,0.429,0.46399999999999997,-0.034999999999999976,0.5612244897959184,-2,0.2222222222222222,-0.24177777777777776
10,11,brown,2006,Army,0,2,59,57,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,1,8,0.6,27,0.111,True,0.429,0.111,0.318,0.5612244897959184,-3,0.2,0.08900000000000001
11,12,brown,2006,Canisius,0,-14,55,69,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,12,10,0.597,29,0.379,False,0.429,0.379,0.04999999999999999,0.5612244897959184,1,0.2727272727272727,-0.1062727272727273
12,13,brown,2006,Quinnipiac,0,4,64,60,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,1,1,11,0.64,27,0.37,True,0.429,0.37,0.059,0.5612244897959184,-1,0.25,-0.12
13,14,brown,2006,Yale,1,-14,61,75,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,27,0.40700000000000003,False,0.429,0.40700000000000003,0.021999999999999964,0.5612244897959184,1,0.3076923076923077,-0.09930769230769232
14,15,brown,2006,Yale,1,5,67,62,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,27,0.40700000000000003,True,0.429,0.40700000000000003,0.021999999999999964,0.5612244897959184,-1,0.2857142857142857,-0.12128571428571433
15,16,brown,2006,Dartmouth,1,3,73,70,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,27,0.37,True,0.429,0.37,0.059,0.5612244897959184,1,0.3333333333333333,-0.03666666666666668
16,17,brown,2006,Harvard,1,-17,58,75,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,27,0.444,False,0.429,0.444,-0.015000000000000013,0.5612244897959184,2,0.375,-0.069
17,18,brown,2006,Pennsylvania,1,-17,51,68,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,29,0.69,False,0.429,0.69,-0.26099999999999995,0.5612244897959184,-1,0.35294117647058826,-0.3370588235294117
18,19,brown,2006,Princeton,1,-15,37,52,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,28,0.536,False,0.429,0.536,-0.10700000000000004,0.5612244897959184,-2,0.3333333333333333,-0.20266666666666672
19,20,brown,2006,Cornell,1,-4,59,63,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,27,0.48100000000000004,False,0.429,0.48100000000000004,-0.052000000000000046,0.5612244897959184,-3,0.3157894736842105,-0.16521052631578953
20,21,brown,2006,Columbia,1,11,86,75,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,27,0.444,True,0.429,0.444,-0.015000000000000013,0.5612244897959184,-4,0.3,-0.14400000000000002
21,22,brown,2006,Harvard,1,13,79,66,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,27,0.444,True,0.429,0.444,-0.015000000000000013,0.5612244897959184,1,0.3333333333333333,-0.11066666666666669
22,23,brown,2006,Dartmouth,1,-12,46,58,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,27,0.37,False,0.429,0.37,0.059,0.5612244897959184,2,0.36363636363636365,-0.006363636363636349
23,24,brown,2006,Columbia,1,-12,56,68,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,27,0.444,False,0.429,0.444,-0.015000000000000013,0.5612244897959184,-1,0.34782608695652173,-0.09617391304347828
24,25,brown,2006,Cornell,1,5,69,64,0,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,1,8,0.6,27,0.48100000000000004,True,0.429,0.48100000000000004,-0.052000000000000046,0.5612244897959184,-2,0.3333333333333333,-0.14766666666666672
25,26,brown,2006,Princeton,1,15,61,46,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,28,0.536,True,0.429,0.536,-0.10700000000000004,0.5612244897959184,1,0.36,-0.17600000000000005
26,27,brown,2006,Pennsylvania,1,-6,68,74,1,0.142011834,0.650887574,0.26035503,0.426035503,0.6982248520000001,2,12,8,0.6,29,0.69,False,0.429,0.69,-0.26099999999999995,0.5612244897959184,2,0.38461538461538464,-0.3053846153846153
27,1,brown,2007,Michigan State,0,-11,34,45,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,2,11,0.64,34,0.647,False,0.37,0.647,-0.277,0.486111111111111,0,0.0,-0.647
28,2,brown,2007,Central Michigan,0,-13,58,71,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,2,12,0.642,28,0.14300000000000002,False,0.37,0.14300000000000002,0.22699999999999998,0.486111111111111,-1,0.0,-0.14300000000000002
29,3,brown,2007,Navy,0,-23,47,70,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,8,0.6,28,0.35700000000000004,False,0.37,0.35700000000000004,0.012999999999999956,0.486111111111111,-2,0.0,-0.35700000000000004
30,4,brown,2007,Providence,0,10,51,41,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,16,0.626,27,0.444,True,0.37,0.444,-0.07400000000000001,0.486111111111111,-3,0.0,-0.444
31,5,brown,2007,Northwestern,0,-24,40,64,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,11,0.64,29,0.483,False,0.37,0.483,-0.11299999999999999,0.486111111111111,1,0.25,-0.23299999999999998
32,6,brown,2007,Army,0,-8,54,62,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,10,8,0.6,27,0.185,False,0.37,0.185,0.185,0.486111111111111,-1,0.2,0.015000000000000013
33,7,brown,2007,Wagner,0,5,66,61,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,11,0.64,27,0.48100000000000004,True,0.37,0.48100000000000004,-0.11100000000000004,0.486111111111111,-2,0.16666666666666666,-0.31433333333333335
34,8,brown,2007,Quinnipiac,0,6,80,74,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,10,11,0.64,28,0.429,True,0.37,0.429,-0.059,0.486111111111111,1,0.2857142857142857,-0.1432857142857143
35,9,brown,2007,Rhode Island,0,-4,68,72,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,14,0.631,28,0.5,False,0.37,0.5,-0.13,0.486111111111111,2,0.375,-0.125
36,10,brown,2007,Albany (NY),0,-10,52,62,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,9,0.583,32,0.6559999999999999,False,0.37,0.6559999999999999,-0.2859999999999999,0.486111111111111,-1,0.3333333333333333,-0.3226666666666666
37,11,brown,2007,Hartford,0,13,95,82,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,10,9,0.583,28,0.46399999999999997,True,0.37,0.46399999999999997,-0.09399999999999997,0.486111111111111,-2,0.3,-0.16399999999999998
38,12,brown,2007,Western Illinois,0,4,63,59,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,2,0,0.0,28,0.25,True,0.37,0.25,0.12,0.486111111111111,1,0.36363636363636365,0.11363636363636365
39,13,brown,2007,Texas A&M-Corpus Christi,0,-14,57,71,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,2,11,0.64,0,0.0,False,0.37,0.7140000000000001,-0.3440000000000001,0.486111111111111,2,0.4166666666666667,0.4166666666666667
40,14,brown,2007,UC-Davis,0,-2,47,49,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,4,0.596,0,0.0,False,0.37,0.0,0.37,0.486111111111111,-1,0.38461538461538464,0.38461538461538464
41,15,brown,2007,Southern Methodist,0,-4,56,60,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,1,1,12,0.642,29,0.44799999999999995,False,0.37,0.44799999999999995,-0.07799999999999996,0.486111111111111,-2,0.35714285714285715,-0.0908571428571428
42,16,brown,2007,Yale,1,-14,42,56,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,29,0.517,False,0.37,0.517,-0.14700000000000002,0.486111111111111,-3,0.3333333333333333,-0.1836666666666667
43,17,brown,2007,Yale,1,5,76,71,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,29,0.517,True,0.37,0.517,-0.14700000000000002,0.486111111111111,-4,0.3125,-0.20450000000000002
44,18,brown,2007,Dartmouth,1,-4,52,56,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,27,0.222,False,0.37,0.222,0.148,0.486111111111111,1,0.35294117647058826,0.13094117647058826
45,19,brown,2007,Harvard,1,-4,88,92,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,27,0.48100000000000004,False,0.37,0.48100000000000004,-0.11100000000000004,0.486111111111111,-1,0.3333333333333333,-0.14766666666666672
46,20,brown,2007,Pennsylvania,1,-16,61,77,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,29,0.69,False,0.37,0.69,-0.31999999999999995,0.486111111111111,-2,0.3157894736842105,-0.37421052631578944
47,21,brown,2007,Princeton,1,15,63,48,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,27,0.444,True,0.37,0.444,-0.07400000000000001,0.486111111111111,-3,0.3,-0.14400000000000002
48,22,brown,2007,Cornell,1,-2,59,61,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,28,0.46399999999999997,False,0.37,0.46399999999999997,-0.09399999999999997,0.486111111111111,1,0.3333333333333333,-0.13066666666666665
49,23,brown,2007,Columbia,1,-9,68,77,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,27,0.40700000000000003,False,0.37,0.40700000000000003,-0.03700000000000003,0.486111111111111,-1,0.3181818181818182,-0.08881818181818185
50,24,brown,2007,Harvard,1,4,70,66,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,27,0.48100000000000004,True,0.37,0.48100000000000004,-0.11100000000000004,0.486111111111111,-2,0.30434782608695654,-0.1766521739130435
51,25,brown,2007,Dartmouth,1,20,53,33,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,27,0.222,True,0.37,0.222,0.148,0.486111111111111,1,0.3333333333333333,0.11133333333333331
52,26,brown,2007,Columbia,1,5,64,59,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,27,0.40700000000000003,True,0.37,0.40700000000000003,-0.03700000000000003,0.486111111111111,2,0.36,-0.04700000000000004
53,27,brown,2007,Cornell,1,-12,67,79,1,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,10,8,0.6,28,0.46399999999999997,False,0.37,0.46399999999999997,-0.09399999999999997,0.486111111111111,3,0.38461538461538464,-0.07938461538461533
54,28,brown,2007,Princeton,1,9,64,55,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,27,0.444,True,0.37,0.444,-0.07400000000000001,0.486111111111111,-1,0.37037037037037035,-0.07362962962962966
55,29,brown,2007,Pennsylvania,1,-3,64,67,0,0.132653061,0.540816327,0.602040816,0.408163265,0.551020408,2,1,8,0.6,29,0.69,False,0.37,0.69,-0.31999999999999995,0.486111111111111,1,0.39285714285714285,-0.2971428571428571
56,1,brown,2008,Eastern Michigan,0,19,74,55,0,0.18,0.66,0.64,0.42,0.58,1,2,12,0.642,32,0.406,True,0.379,0.406,-0.027000000000000024,0.5511111111111111,0,0.0,-0.406
57,2,brown,2008,Michigan,0,-15,57,72,0,0.18,0.66,0.64,0.42,0.58,1,1,11,0.64,35,0.629,False,0.379,0.629,-0.25,0.5511111111111111,1,1.0,0.371
58,3,brown,2008,Rhode Island,0,-14,61,75,1,0.18,0.66,0.64,0.42,0.58,1,12,14,0.631,33,0.5760000000000001,False,0.379,0.5760000000000001,-0.19700000000000006,0.5511111111111111,-1,0.5,-0.07600000000000007
59,4,brown,2008,Northwestern,0,6,73,67,0,0.18,0.66,0.64,0.42,0.58,1,1,11,0.64,31,0.419,True,0.379,0.419,-0.03999999999999998,0.5511111111111111,-2,0.3333333333333333,-0.08566666666666667
60,5,brown,2008,Wagner,0,-1,63,64,1,0.18,0.66,0.64,0.42,0.58,1,12,11,0.64,30,0.36700000000000005,False,0.379,0.36700000000000005,0.011999999999999955,0.5511111111111111,1,0.5,0.13299999999999995
61,6,brown,2008,UC-Davis,0,16,73,57,1,0.18,0.66,0.64,0.42,0.58,1,12,9,0.583,0,0.0,True,0.379,0.0,0.379,0.5511111111111111,-1,0.4,0.4
62,7,brown,2008,Quinnipiac,0,7,86,79,0,0.18,0.66,0.64,0.42,0.58,1,1,11,0.64,29,0.483,True,0.379,0.483,-0.10399999999999998,0.5511111111111111,1,0.5,0.017000000000000015
63,8,brown,2008,New Hampshire,0,16,68,52,1,0.18,0.66,0.64,0.42,0.58,1,12,9,0.583,30,0.33299999999999996,True,0.379,0.33299999999999996,0.04600000000000004,0.5511111111111111,2,0.5714285714285714,0.23842857142857143
64,9,brown,2008,Providence,0,-19,51,70,0,0.18,0.66,0.64,0.42,0.58,1,1,16,0.626,31,0.581,False,0.379,0.581,-0.20199999999999996,0.5511111111111111,3,0.625,0.04400000000000004
65,10,brown,2008,Hartford,0,18,79,61,0,0.18,0.66,0.64,0.42,0.58,1,1,9,0.583,31,0.419,True,0.379,0.419,-0.03999999999999998,0.5511111111111111,-1,0.5555555555555556,0.1365555555555556
66,11,brown,2008,Notre Dame,0,-33,54,87,0,0.18,0.66,0.64,0.42,0.58,1,1,16,0.626,32,0.75,False,0.379,0.75,-0.371,0.5511111111111111,1,0.6,-0.15000000000000002
67,12,brown,2008,Army,0,1,79,78,0,0.18,0.66,0.64,0.42,0.58,1,1,8,0.6,31,0.484,True,0.379,0.484,-0.10499999999999998,0.5511111111111111,-1,0.5454545454545454,0.06145454545454543
68,13,brown,2008,American,0,13,68,55,1,0.18,0.66,0.64,0.42,0.58,1,12,8,0.6,30,0.5329999999999999,True,0.379,0.5329999999999999,-0.15399999999999991,0.5511111111111111,1,0.5833333333333334,0.05033333333333345
69,14,brown,2008,Baylor,0,-10,62,72,0,0.18,0.66,0.64,0.42,0.58,1,1,12,0.642,31,0.484,False,0.379,0.484,-0.10499999999999998,0.5511111111111111,2,0.6153846153846154,0.13138461538461543
70,15,brown,2008,Yale,1,-3,63,66,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,27,0.519,False,0.379,0.519,-0.14,0.5511111111111111,-1,0.5714285714285714,0.05242857142857138
71,16,brown,2008,Yale,1,9,77,68,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,27,0.519,True,0.379,0.519,-0.14,0.5511111111111111,-2,0.5333333333333333,0.014333333333333309
72,17,brown,2008,Cornell,1,-11,64,75,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,28,0.5710000000000001,False,0.379,0.5710000000000001,-0.19200000000000006,0.5511111111111111,1,0.5625,-0.008500000000000063
73,18,brown,2008,Columbia,1,5,68,63,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,28,0.5710000000000001,True,0.379,0.5710000000000001,-0.19200000000000006,0.5511111111111111,-1,0.5294117647058824,-0.041588235294117704
74,19,brown,2008,Dartmouth,1,26,77,51,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,27,0.33299999999999996,True,0.379,0.33299999999999996,0.04600000000000004,0.5511111111111111,1,0.5555555555555556,0.22255555555555562
75,20,brown,2008,Harvard,1,20,71,51,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,28,0.429,True,0.379,0.429,-0.04999999999999999,0.5511111111111111,2,0.5789473684210527,0.14994736842105266
76,21,brown,2008,Pennsylvania,1,5,66,61,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,31,0.71,True,0.379,0.71,-0.33099999999999996,0.5511111111111111,3,0.6,-0.10999999999999999
77,22,brown,2008,Princeton,1,2,65,63,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,28,0.39299999999999996,True,0.379,0.39299999999999996,-0.013999999999999957,0.5511111111111111,4,0.6190476190476191,0.2260476190476191
78,23,brown,2008,Columbia,1,15,67,52,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,28,0.5710000000000001,True,0.379,0.5710000000000001,-0.19200000000000006,0.5511111111111111,5,0.6363636363636364,0.06536363636363629
79,24,brown,2008,Cornell,1,-9,65,74,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,28,0.5710000000000001,False,0.379,0.5710000000000001,-0.19200000000000006,0.5511111111111111,6,0.6521739130434783,0.08117391304347821
80,25,brown,2008,Princeton,1,7,64,57,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,28,0.39299999999999996,True,0.379,0.39299999999999996,-0.013999999999999957,0.5511111111111111,-1,0.625,0.23200000000000004
81,26,brown,2008,Pennsylvania,1,32,75,43,1,0.18,0.66,0.64,0.42,0.58,2,12,8,0.6,31,0.71,True,0.379,0.71,-0.33099999999999996,0.5511111111111111,1,0.64,-0.06999999999999995
82,27,brown,2008,Harvard,1,16,78,62,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,28,0.429,True,0.379,0.429,-0.04999999999999999,0.5511111111111111,2,0.6538461538461539,0.22484615384615386
83,28,brown,2008,Dartmouth,1,4,75,71,0,0.18,0.66,0.64,0.42,0.58,2,1,8,0.6,27,0.33299999999999996,True,0.379,0.33299999999999996,0.04600000000000004,0.5511111111111111,3,0.6666666666666666,0.33366666666666667
84,29,brown,2008,Ohio,0,-6,74,80,0,0.18,0.66,0.64,0.42,0.58,1,2,12,0.642,32,0.594,False,0.379,0.594,-0.21499999999999997,0.5511111111111111,4,0.6785714285714286,0.08457142857142863
85,1,brown,2009,Rhode Island,0,-2,74,76,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,14,0.631,33,0.636,False,0.655,0.636,0.019000000000000017,0.6428571428571429,0,0.0,-0.636
86,2,brown,2009,George Mason,0,-37,52,89,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,12,0.642,34,0.6759999999999999,False,0.655,0.6759999999999999,-0.020999999999999908,0.6428571428571429,-1,0.0,-0.6759999999999999
87,3,brown,2009,Holy Cross,0,5,62,57,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,8,0.6,29,0.517,True,0.655,0.517,0.138,0.6428571428571429,-2,0.0,-0.517
88,4,brown,2009,Northwestern,0,-9,64,73,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,13,11,0.64,30,0.267,False,0.655,0.267,0.388,0.6428571428571429,1,0.3333333333333333,0.0663333333333333
89,5,brown,2009,Army,0,7,80,73,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,13,8,0.6,30,0.467,True,0.655,0.467,0.188,0.6428571428571429,-1,0.25,-0.21700000000000003
90,6,brown,2009,Eastern Michigan,0,2,53,51,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,13,12,0.642,31,0.452,True,0.655,0.452,0.203,0.6428571428571429,1,0.4,-0.05199999999999999
91,7,brown,2009,Providence,0,-24,62,86,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,16,0.626,31,0.484,False,0.655,0.484,0.17100000000000004,0.6428571428571429,2,0.5,0.016000000000000014
92,8,brown,2009,New Hampshire,0,-3,61,64,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,9,0.583,29,0.31,False,0.655,0.31,0.34500000000000003,0.6428571428571429,-1,0.42857142857142855,0.11857142857142855
93,9,brown,2009,Hartford,0,10,72,62,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,13,9,0.583,34,0.529,True,0.655,0.529,0.126,0.6428571428571429,-2,0.375,-0.15400000000000003
94,10,brown,2009,Wagner,0,-12,66,78,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,11,0.64,31,0.742,False,0.655,0.742,-0.08699999999999997,0.6428571428571429,1,0.4444444444444444,-0.2975555555555556
95,11,brown,2009,Quinnipiac,0,16,89,73,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,13,11,0.64,30,0.5,True,0.655,0.5,0.15500000000000003,0.6428571428571429,-1,0.4,-0.09999999999999998
96,12,brown,2009,American,0,-15,53,68,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,8,0.6,33,0.636,False,0.655,0.636,0.019000000000000017,0.6428571428571429,1,0.45454545454545453,-0.18145454545454548
97,13,brown,2009,Virginia,0,-24,50,74,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,1,12,0.642,33,0.515,False,0.655,0.515,0.14,0.6428571428571429,-1,0.4166666666666667,-0.09833333333333333
98,14,brown,2009,Bryant,0,13,69,56,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,1,13,4,0.596,0,0.0,True,0.655,0.0,0.655,0.6428571428571429,-2,0.38461538461538464,0.38461538461538464
99,15,brown,2009,Yale,1,-8,62,70,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,28,0.46399999999999997,False,0.655,0.46399999999999997,0.19100000000000006,0.6428571428571429,1,0.42857142857142855,-0.03542857142857142
100,16,brown,2009,Yale,1,-2,55,57,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,28,0.46399999999999997,False,0.655,0.46399999999999997,0.19100000000000006,0.6428571428571429,-1,0.4,-0.06399999999999995
101,17,brown,2009,Cornell,1,-32,58,90,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,28,0.7859999999999999,False,0.655,0.7859999999999999,-0.1309999999999999,0.6428571428571429,-2,0.375,-0.4109999999999999
102,18,brown,2009,Columbia,1,-6,59,65,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,29,0.483,False,0.655,0.483,0.17200000000000004,0.6428571428571429,-3,0.35294117647058826,-0.13005882352941173
103,19,brown,2009,Dartmouth,1,-2,61,63,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,28,0.35700000000000004,False,0.655,0.35700000000000004,0.298,0.6428571428571429,-4,0.3333333333333333,-0.023666666666666725
104,20,brown,2009,Harvard,1,-1,63,64,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,30,0.267,False,0.655,0.267,0.388,0.6428571428571429,-5,0.3157894736842105,0.048789473684210494
105,21,brown,2009,Pennsylvania,1,-21,52,73,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,31,0.419,False,0.655,0.419,0.23600000000000004,0.6428571428571429,-6,0.3,-0.119
106,22,brown,2009,Princeton,1,18,61,43,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,29,0.207,True,0.655,0.207,0.44800000000000006,0.6428571428571429,-7,0.2857142857142857,0.07871428571428571
107,23,brown,2009,Columbia,1,-13,57,70,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,29,0.483,False,0.655,0.483,0.17200000000000004,0.6428571428571429,1,0.3181818181818182,-0.1648181818181818
108,24,brown,2009,Cornell,1,-40,45,85,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,28,0.7859999999999999,False,0.655,0.7859999999999999,-0.1309999999999999,0.6428571428571429,-1,0.30434782608695654,-0.4816521739130434
109,25,brown,2009,Princeton,1,-8,48,56,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,29,0.207,False,0.655,0.207,0.44800000000000006,0.6428571428571429,-2,0.2916666666666667,0.0846666666666667
110,26,brown,2009,Pennsylvania,1,-10,54,64,0,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,1,8,0.6,31,0.419,False,0.655,0.419,0.23600000000000004,0.6428571428571429,-3,0.28,-0.13899999999999996
111,27,brown,2009,Harvard,1,2,61,59,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,30,0.267,True,0.655,0.267,0.388,0.6428571428571429,-4,0.2692307692307692,0.002230769230769203
112,28,brown,2009,Dartmouth,1,10,69,59,1,0.165289256,0.595041322,0.694214876,0.462809917,0.628099174,2,13,8,0.6,28,0.35700000000000004,True,0.655,0.35700000000000004,0.298,0.6428571428571429,1,0.2962962962962963,-0.06070370370370376
113,1,brown,2010,St. Francis (NY),0,4,68,64,0,0.0,0.5694444439999999,0.541666667,0.444444444,0.5694444439999999,1,1,11,0.64,30,0.33299999999999996,True,0.321,0.33299999999999996,-0.011999999999999955,0.5694444444444444,0,0.0,-0.33299999999999996
114,2,brown,2010,Virginia Tech,0,-14,55,69,0,0.0,0.5694444439999999,0.541666667,0.444444444,0.5694444439999999,1,1,12,0.642,34,0.5589999999999999,False,0.321,0.5589999999999999,-0.23799999999999993,0.5694444444444444,1,1.0,0.44100000000000006
